Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,550
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.50
Upper Discriminator:,2270
Lower Discriminator:,-17
Calibration Coefficients:,-48.899999999999864,2.2130434782608694
Calibration Channels:,253,598
Calibration Energies:,511.0,1274.5
Elapsed Real Time:,1239.05
Elapsed Live Time:,1201.6
Start Time:,October 06, 2021, 03:47:12
End Time:,October 06, 2021, 04:07:51
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
221,440.1826086956523,6192
222,442.39565217391316,6001
223,444.60869565217405,5610
224,446.8217391304349,5442
225,449.03478260869576,5359
226,451.24782608695665,4989
227,453.4608695652175,4690
228,455.67391304347836,4443
229,457.88695652173925,4220
230,460.10000000000014,3910
231,462.31304347826097,3685
232,464.5260869565218,3612
233,466.73913043478274,3282
234,468.95217391304357,3111
235,471.1652173913045,2999
236,473.37826086956534,2802
237,475.59130434782617,2682
238,477.8043478260871,2488
239,480.01739130434794,2375
240,482.23043478260877,2280
241,484.4434782608697,2096
242,486.65652173913054,2039
243,488.86956521739137,2044
244,491.0826086956523,1836
245,493.29565217391314,1751
246,495.50869565217397,1682
247,497.7217391304349,1650
248,499.93478260869574,1556
249,502.1478260869567,1539
250,504.3608695652175,1480
251,506.57391304347834,1438
252,508.7869565217393,1316
253,511.0000000000001,1298
254,513.2130434782609,1287
255,515.4260869565219,1231
256,517.6391304347827,1218
257,519.8521739130435,1083
258,522.0652173913045,1102
259,524.2782608695653,1011
260,526.4913043478261,977
261,528.7043478260871,997
262,530.9173913043479,868
263,533.1304347826087,873
264,535.3434782608697,913
265,537.5565217391305,899
266,539.7695652173915,865
267,541.9826086956523,835
268,544.1956521739131,809
269,546.4086956521741,855
270,548.6217391304349,733
271,550.8347826086957,739
272,553.0478260869567,828
273,555.2608695652175,801
274,557.4739130434783,771
275,559.6869565217393,822
276,561.9000000000001,775
277,564.1130434782609,728
278,566.3260869565219,800
279,568.5391304347827,810
280,570.7521739130436,828
281,572.9652173913045,840
282,575.1782608695653,916
283,577.3913043478262,1009
284,579.6043478260871,1020
285,581.8173913043479,1135
286,584.0304347826088,1182
287,586.2434782608697,1364
288,588.4565217391305,1458
289,590.6695652173914,1673
290,592.8826086956523,1905
291,595.0956521739131,2166
292,597.308695652174,2389
293,599.5217391304349,2728
294,601.7347826086958,3133
295,603.9478260869566,3595
296,606.1608695652175,4161
297,608.3739130434784,4675
298,610.5869565217392,5232
299,612.8000000000001,6153
300,615.013043478261,7050
301,617.2260869565218,7811
302,619.4391304347827,9075
303,621.6521739130436,10255
304,623.8652173913044,11148
305,626.0782608695653,12680
306,628.2913043478262,14200
307,630.504347826087,15876
308,632.7173913043479,17273
309,634.9304347826088,18904
310,637.1434782608696,20480
311,639.3565217391306,22331
312,641.5695652173914,23898
313,643.7826086956522,25572
314,645.9956521739132,26837
315,648.208695652174,28213
316,650.4217391304348,29364
317,652.6347826086958,30676
318,654.8478260869566,31300
319,657.0608695652174,31764
320,659.2739130434784,32323
321,661.4869565217392,32473
322,663.7,32577
323,665.913043478261,32031
324,668.1260869565218,31537
325,670.3391304347828,30752
326,672.5521739130436,29588
327,674.7652173913044,28632
328,676.9782608695654,26910
329,679.1913043478262,25411
330,681.404347826087,23632
331,683.617391304348,21888
332,685.8304347826088,20219
333,688.0434782608696,18487
334,690.2565217391306,16704
335,692.4695652173914,14906
336,694.6826086956522,13285
337,696.8956521739132,11741
338,699.108695652174,10300
339,701.3217391304349,9005
340,703.5347826086958,7628
341,705.7478260869566,6622
342,707.9608695652175,5753
343,710.1739130434784,4798
344,712.3869565217392,4143
345,714.6000000000001,3395
346,716.813043478261,2796
347,719.0260869565218,2348
348,721.2391304347827,1915
349,723.4521739130436,1529
350,725.6652173913044,1354
351,727.8782608695653,1072
352,730.0913043478262,854
353,732.304347826087,698
354,734.5173913043479,603
355,736.7304347826088,435
356,738.9434782608697,401
357,741.1565217391305,279
358,743.3695652173914,255
359,745.5826086956523,227
360,747.7956521739131,178
361,750.008695652174,153
362,752.2217391304349,144
363,754.4347826086957,101
364,756.6478260869566,93
365,758.8608695652175,111
366,761.0739130434783,93
367,763.2869565217392,74
368,765.5000000000001,72
369,767.7130434782609,70
370,769.9260869565219,79
371,772.1391304347827,57
372,774.3521739130435,74
373,776.5652173913045,72
374,778.7782608695653,64
375,780.9913043478261,57
376,783.2043478260871,65
377,785.4173913043479,52
378,787.6304347826087,59
379,789.8434782608697,54
380,792.0565217391305,60
381,794.2695652173913,56
382,796.4826086956523,62
383,798.6956521739131,56
384,800.908695652174,50
385,803.1217391304349,63
386,805.3347826086957,67
387,807.5478260869567,54
388,809.7608695652175,33
389,811.9739130434783,56
390,814.1869565217393,60
391,816.4000000000001,61
392,818.6130434782609,49
393,820.8260869565219,51
394,823.0391304347827,54
395,825.2521739130435,67
396,827.4652173913045,44
397,829.6782608695653,53
398,831.8913043478261,51
399,834.1043478260871,52
400,836.3173913043479,48
401,838.5304347826088,70
402,840.7434782608697,59
403,842.9565217391305,46
404,845.1695652173914,54
405,847.3826086956523,46
406,849.5956521739131,55
407,851.808695652174,51
408,854.0217391304349,47
409,856.2347826086957,46
410,858.4478260869566,57
411,860.6608695652175,45
412,862.8739130434783,65
413,865.0869565217392,51
414,867.3000000000001,48
415,869.513043478261,40
416,871.7260869565218,48
417,873.9391304347827,39
418,876.1521739130436,60
419,878.3652173913044,50
420,880.5782608695653,59
421,882.7913043478262,52
422,885.004347826087,37
423,887.2173913043479,53
424,889.4304347826088,43
425,891.6434782608696,40
426,893.8565217391305,42
427,896.0695652173914,38
428,898.2826086956522,39
429,900.4956521739131,35
430,902.708695652174,50
431,904.9217391304348,52
432,907.1347826086958,50
433,909.3478260869566,54
434,911.5608695652174,38
435,913.7739130434784,45
436,915.9869565217392,47
437,918.2,45
438,920.413043478261,42
439,922.6260869565218,46
440,924.8391304347826,57
441,927.0521739130436,35
442,929.2652173913044,37
443,931.4782608695652,44
444,933.6913043478262,49
445,935.904347826087,43
446,938.117391304348,47
447,940.3304347826088,42
448,942.5434782608696,44
449,944.7565217391306,45
450,946.9695652173914,41
451,949.1826086956522,41
452,951.3956521739132,27
453,953.608695652174,34
454,955.8217391304348,41
455,958.0347826086958,40
456,960.2478260869566,38
457,962.4608695652174,37
458,964.6739130434784,27
459,966.8869565217392,27
460,969.1000000000001,29
461,971.313043478261,37
462,973.5260869565218,30
463,975.7391304347827,28
464,977.9521739130435,28
465,980.1652173913044,34
466,982.3782608695653,29
467,984.5913043478263,32
468,986.804347826087,37
469,989.0173913043479,34
470,991.2304347826089,42
471,993.4434782608696,28
472,995.6565217391305,32
473,997.8695652173915,44
474,1000.0826086956522,28
475,1002.2956521739131,43
476,1004.5086956521741,27
477,1006.7217391304348,25
478,1008.9347826086957,29
479,1011.1478260869567,30
480,1013.3608695652174,30
481,1015.5739130434783,33
482,1017.7869565217393,45
483,1020.0,32
484,1022.2130434782609,24
485,1024.4260869565219,35
486,1026.6391304347826,33
487,1028.8521739130435,40
488,1031.0652173913045,26
489,1033.2782608695652,38
490,1035.4913043478261,29
491,1037.704347826087,40
492,1039.9173913043478,31
493,1042.1304347826087,30
494,1044.3434782608697,27
495,1046.5565217391304,29
496,1048.7695652173913,29
497,1050.9826086956523,28
498,1053.1956521739132,26
499,1055.408695652174,25
500,1057.621739130435,29
501,1059.8347826086958,28
502,1062.0478260869565,30
503,1064.2608695652175,23
504,1066.4739130434784,27
505,1068.6869565217391,30
506,1070.9,25
507,1073.113043478261,22
508,1075.3260869565217,21
509,1077.5391304347827,26
510,1079.7521739130436,29
511,1081.9652173913043,27
512,1084.1782608695653,18
513,1086.3913043478262,14
514,1088.604347826087,27
515,1090.817391304348,26
516,1093.0304347826088,27
517,1095.2434782608696,28
518,1097.4565217391305,23
519,1099.6695652173914,26
520,1101.8826086956522,16
521,1104.095652173913,21
522,1106.308695652174,29
523,1108.5217391304348,36
524,1110.7347826086957,23
525,1112.9478260869566,18
526,1115.1608695652174,25
527,1117.3739130434783,17
528,1119.5869565217392,18
529,1121.8000000000002,22
530,1124.013043478261,23
531,1126.2260869565218,25
532,1128.4391304347828,21
533,1130.6521739130435,15
534,1132.8652173913044,30
535,1135.0782608695654,29
536,1137.291304347826,17
537,1139.504347826087,25
538,1141.717391304348,33
539,1143.9304347826087,33
540,1146.1434782608696,27
541,1148.3565217391306,20
542,1150.5695652173913,18
543,1152.7826086956522,24
544,1154.9956521739132,21
545,1157.208695652174,22
546,1159.4217391304348,21
547,1161.6347826086958,22
548,1163.8478260869565,19
549,1166.0608695652174,22
550,1168.2739130434784,18
551,1170.486956521739,11
552,1172.7,19
553,1174.913043478261,25
554,1177.1260869565217,20
555,1179.3391304347826,19
556,1181.5521739130436,23
557,1183.7652173913043,20
558,1185.9782608695652,24
559,1188.1913043478262,17
560,1190.4043478260871,22
561,1192.6173913043478,24
562,1194.8304347826088,13
563,1197.0434782608697,14
564,1199.2565217391304,15
565,1201.4695652173914,28
566,1203.6826086956523,18
567,1205.895652173913,11
568,1208.108695652174,25
569,1210.321739130435,14
570,1212.5347826086957,6
571,1214.7478260869566,18
572,1216.9608695652175,15
573,1219.1739130434783,14
574,1221.3869565217392,13
575,1223.6000000000001,16
576,1225.8130434782609,12
577,1228.0260869565218,19
578,1230.2391304347827,13
579,1232.4521739130435,18
580,1234.6652173913044,16
581,1236.8782608695653,12
582,1239.091304347826,16
583,1241.304347826087,9
584,1243.517391304348,16
585,1245.7304347826087,10
586,1247.9434782608696,21
587,1250.1565217391305,9
588,1252.3695652173915,9
589,1254.5826086956522,21
590,1256.7956521739131,15
591,1259.008695652174,19
592,1261.2217391304348,28
593,1263.4347826086957,22
594,1265.6478260869567,22
595,1267.8608695652174,15
596,1270.0739130434783,22
597,1272.2869565217393,13
598,1274.5,17
599,1276.713043478261,14
600,1278.9260869565219,15
601,1281.1391304347826,15
602,1283.3521739130435,21
603,1285.5652173913045,14
604,1287.7782608695652,24
605,1289.9913043478261,20
606,1292.204347826087,14
607,1294.4173913043478,15
608,1296.6304347826087,20
609,1298.8434782608697,15
610,1301.0565217391304,19
611,1303.2695652173913,17
612,1305.4826086956523,17
613,1307.695652173913,21
614,1309.908695652174,21
615,1312.121739130435,20
616,1314.3347826086956,23
617,1316.5478260869565,11
618,1318.7608695652175,21
619,1320.9739130434784,23
620,1323.1869565217391,17
621,1325.4,23
622,1327.613043478261,26
623,1329.8260869565217,27
624,1332.0391304347827,17
625,1334.2521739130436,22
626,1336.4652173913043,21
627,1338.6782608695653,20
628,1340.8913043478262,15
629,1343.104347826087,25
630,1345.317391304348,17
631,1347.5304347826088,18
632,1349.7434782608696,12
633,1351.9565217391305,11
634,1354.1695652173914,15
635,1356.3826086956522,12
636,1358.595652173913,16
637,1360.808695652174,12
638,1363.0217391304348,10
639,1365.2347826086957,12
640,1367.4478260869566,12
641,1369.6608695652174,15
642,1371.8739130434783,8
643,1374.0869565217392,10
644,1376.3,4
645,1378.513043478261,13
646,1380.7260869565218,6
647,1382.9391304347826,13
648,1385.1521739130435,11
649,1387.3652173913044,10
650,1389.5782608695654,12
651,1391.791304347826,5
652,1394.004347826087,6
653,1396.217391304348,10
654,1398.4304347826087,12
655,1400.6434782608696,16
656,1402.8565217391306,10
657,1405.0695652173913,14
658,1407.2826086956522,15
659,1409.4956521739132,13
660,1411.708695652174,12
661,1413.9217391304348,16
662,1416.1347826086958,9
663,1418.3478260869565,9
664,1420.5608695652174,12
665,1422.7739130434784,8
666,1424.986956521739,13
667,1427.2,11
668,1429.413043478261,19
669,1431.6260869565217,9
670,1433.8391304347826,13
671,1436.0521739130436,18
672,1438.2652173913043,5
673,1440.4782608695652,9
674,1442.6913043478262,14
675,1444.904347826087,7
676,1447.1173913043478,4
677,1449.3304347826088,10
678,1451.5434782608697,7
679,1453.7565217391304,13
680,1455.9695652173914,9
681,1458.1826086956523,8
682,1460.395652173913,4
683,1462.608695652174,5
684,1464.821739130435,6
685,1467.0347826086957,5
686,1469.2478260869566,4
687,1471.4608695652175,9
688,1473.6739130434783,9
689,1475.8869565217392,5
690,1478.1000000000001,3
691,1480.3130434782609,5
692,1482.5260869565218,3
693,1484.7391304347827,4
694,1486.9521739130435,6
695,1489.1652173913044,4
696,1491.3782608695653,6
697,1493.591304347826,3
698,1495.804347826087,4
699,1498.017391304348,4
700,1500.2304347826087,2
701,1502.4434782608696,4
702,1504.6565217391305,5
703,1506.8695652173913,0
704,1509.0826086956522,1
705,1511.2956521739131,4
706,1513.5086956521739,2
707,1515.7217391304348,3
708,1517.9347826086957,1
709,1520.1478260869567,3
710,1522.3608695652174,6
711,1524.5739130434783,0
712,1526.7869565217393,2
713,1529.0,1
714,1531.213043478261,1
715,1533.4260869565219,1
716,1535.6391304347826,5
717,1537.8521739130435,2
718,1540.0652173913045,4
719,1542.2782608695652,2
720,1544.4913043478261,1
721,1546.704347826087,3
722,1548.9173913043478,1
723,1551.1304347826087,7
724,1553.3434782608697,1
725,1555.5565217391304,1
726,1557.7695652173913,1
727,1559.9826086956523,2
728,1562.195652173913,1
729,1564.408695652174,2
730,1566.621739130435,1
731,1568.8347826086956,2
732,1571.0478260869565,2
733,1573.2608695652175,1
734,1575.4739130434782,1
735,1577.6869565217391,3
736,1579.9,1
737,1582.1130434782608,1
738,1584.3260869565217,3
739,1586.5391304347827,2
740,1588.7521739130436,1
741,1590.9652173913043,5
742,1593.1782608695653,0
743,1595.3913043478262,3
744,1597.604347826087,0
745,1599.817391304348,0
746,1602.0304347826088,2
747,1604.2434782608696,1
748,1606.4565217391305,2
749,1608.6695652173914,4
750,1610.8826086956522,4
751,1613.095652173913,3
752,1615.308695652174,3
753,1617.5217391304348,0
754,1619.7347826086957,3
755,1621.9478260869566,0
756,1624.1608695652174,2
757,1626.3739130434783,4
758,1628.5869565217392,1
759,1630.8,1
760,1633.013043478261,0
761,1635.2260869565218,0
762,1637.4391304347826,2
763,1639.6521739130435,2
764,1641.8652173913044,1
765,1644.0782608695652,2
766,1646.291304347826,2
767,1648.504347826087,2
768,1650.7173913043478,3
769,1652.9304347826087,1
770,1655.1434782608696,1
771,1657.3565217391306,3
772,1659.5695652173913,3
773,1661.7826086956522,1
774,1663.9956521739132,2
775,1666.208695652174,1
776,1668.4217391304348,2
777,1670.6347826086958,1
778,1672.8478260869565,2
779,1675.0608695652174,4
780,1677.2739130434784,4
781,1679.486956521739,2
782,1681.7,1
783,1683.913043478261,3
784,1686.1260869565217,1
785,1688.3391304347826,1
786,1690.5521739130436,1
787,1692.7652173913043,1
788,1694.9782608695652,2
789,1697.1913043478262,2
790,1699.404347826087,3
791,1701.6173913043478,1
792,1703.8304347826088,2
793,1706.0434782608695,0
794,1708.2565217391304,2
795,1710.4695652173914,1
796,1712.682608695652,1
797,1714.895652173913,2
798,1717.108695652174,1
799,1719.321739130435,3
800,1721.5347826086957,2
801,1723.7478260869566,1
802,1725.9608695652175,2
803,1728.1739130434783,2
804,1730.3869565217392,1
805,1732.6000000000001,0
806,1734.8130434782609,1
807,1737.0260869565218,0
808,1739.2391304347827,1
809,1741.4521739130435,0
810,1743.6652173913044,2
811,1745.8782608695653,4
812,1748.091304347826,1
813,1750.304347826087,4
814,1752.517391304348,0
815,1754.7304347826087,0
816,1756.9434782608696,3
817,1759.1565217391305,4
818,1761.3695652173913,1
819,1763.5826086956522,1
820,1765.7956521739131,3
821,1768.0086956521739,2
822,1770.2217391304348,1
823,1772.4347826086957,0
824,1774.6478260869565,0
825,1776.8608695652174,1
826,1779.0739130434783,3
827,1781.286956521739,2
828,1783.5,4
829,1785.713043478261,1
830,1787.9260869565219,3
831,1790.1391304347826,1
832,1792.3521739130435,3
833,1794.5652173913045,2
834,1796.7782608695652,3
835,1798.9913043478261,1
836,1801.204347826087,0
837,1803.4173913043478,3
838,1805.6304347826087,3
839,1807.8434782608697,1
840,1810.0565217391304,0
841,1812.2695652173913,1
842,1814.4826086956523,2
843,1816.695652173913,2
844,1818.908695652174,1
845,1821.121739130435,2
846,1823.3347826086956,1
847,1825.5478260869565,1
848,1827.7608695652175,1
849,1829.9739130434782,3
850,1832.1869565217391,0
851,1834.4,1
852,1836.6130434782608,0
853,1838.8260869565217,1
854,1841.0391304347827,1
855,1843.2521739130434,1
856,1845.4652173913043,1
857,1847.6782608695653,1
858,1849.891304347826,1
859,1852.104347826087,2
860,1854.317391304348,0
861,1856.5304347826088,1
862,1858.7434782608696,2
863,1860.9565217391305,1
864,1863.1695652173914,0
865,1865.3826086956522,1
866,1867.595652173913,4
867,1869.808695652174,1
868,1872.0217391304348,1
869,1874.2347826086957,1
870,1876.4478260869566,2
871,1878.6608695652174,1
872,1880.8739130434783,2
873,1883.0869565217392,1
874,1885.3,1
875,1887.513043478261,0
876,1889.7260869565218,0
877,1891.9391304347826,0
878,1894.1521739130435,0
879,1896.3652173913044,2
880,1898.5782608695652,1
881,1900.791304347826,2
882,1903.004347826087,2
883,1905.2173913043478,2
884,1907.4304347826087,0
885,1909.6434782608696,2
886,1911.8565217391304,1
887,1914.0695652173913,0
888,1916.2826086956522,0
889,1918.4956521739132,1
890,1920.708695652174,2
891,1922.9217391304348,0
892,1925.1347826086958,1
893,1927.3478260869565,5
894,1929.5608695652174,0
895,1931.7739130434784,1
896,1933.986956521739,0
897,1936.2,2
898,1938.413043478261,0
899,1940.6260869565217,0
900,1942.8391304347826,3
901,1945.0521739130436,0
902,1947.2652173913043,3
903,1949.4782608695652,0
904,1951.6913043478262,1
905,1953.904347826087,0
906,1956.1173913043478,2
907,1958.3304347826088,1
908,1960.5434782608695,3
909,1962.7565217391304,0
910,1964.9695652173914,2
911,1967.182608695652,1
912,1969.395652173913,1
913,1971.608695652174,1
914,1973.8217391304347,3
915,1976.0347826086957,3
916,1978.2478260869566,0
917,1980.4608695652173,3
918,1982.6739130434783,0
919,1984.8869565217392,2
920,1987.1000000000001,0
921,1989.3130434782609,1
922,1991.5260869565218,2
923,1993.7391304347827,0
924,1995.9521739130435,1
925,1998.1652173913044,2
926,2000.3782608695653,0
927,2002.591304347826,1
928,2004.8043478260868,3
929,2007.017391304348,0
930,2009.2304347826087,0
931,2011.4434782608694,0
932,2013.6565217391305,0
933,2015.8695652173913,1
934,2018.0826086956524,0
935,2020.2956521739131,1
936,2022.5086956521739,1
937,2024.721739130435,0
938,2026.9347826086957,1
939,2029.1478260869565,2
940,2031.3608695652176,0
941,2033.5739130434783,2
942,2035.786956521739,1
943,2038.0000000000002,1
944,2040.213043478261,2
945,2042.4260869565217,0
946,2044.6391304347828,2
947,2046.8521739130435,1
948,2049.065217391304,0
949,2051.278260869565,0
950,2053.4913043478264,3
951,2055.7043478260866,0
952,2057.917391304348,1
953,2060.130434782609,1
954,2062.3434782608692,0
955,2064.5565217391304,3
956,2066.7695652173916,2
957,2068.982608695652,3
958,2071.195652173913,2
959,2073.408695652174,1
960,2075.6217391304344,2
961,2077.8347826086956,1
962,2080.047826086957,3
963,2082.260869565217,0
964,2084.473913043478,0
965,2086.6869565217394,0
966,2088.8999999999996,1
967,2091.113043478261,0
968,2093.326086956522,1
969,2095.5391304347822,0
970,2097.7521739130434,0
971,2099.9652173913046,0
972,2102.178260869565,2
973,2104.391304347826,0
974,2106.604347826087,1
975,2108.8173913043474,2
976,2111.0304347826086,1
977,2113.24347826087,1
978,2115.45652173913,0
979,2117.669565217391,0
980,2119.8826086956524,2
981,2122.0956521739126,0
982,2124.308695652174,2
983,2126.521739130435,2
984,2128.7347826086952,1
985,2130.9478260869564,1
986,2133.1608695652176,0
987,2135.373913043478,2
988,2137.586956521739,0
989,2139.8,1
990,2142.0130434782604,0
991,2144.2260869565216,1
992,2146.439130434783,1
993,2148.652173913043,0
994,2150.865217391304,0
995,2153.0782608695654,1
996,2155.2913043478266,0
997,2157.504347826087,1
998,2159.717391304348,1
999,2161.930434782609,0
1000,2164.1434782608694,0
1001,2166.3565217391306,2
1002,2168.5695652173918,0
1003,2170.782608695652,1
1004,2172.995652173913,0
1005,2175.2086956521744,1
1006,2177.4217391304346,2
1007,2179.634782608696,0
1008,2181.847826086957,0
1009,2184.060869565217,1
1010,2186.2739130434784,1
1011,2188.4869565217396,0
1012,2190.7,1
1013,2192.913043478261,0
1014,2195.126086956522,0
1015,2197.3391304347824,1
1016,2199.5521739130436,0
1017,2201.7652173913048,0
1018,2203.978260869565,0
1019,2206.191304347826,0
1020,2208.4043478260874,0
1021,2210.6173913043476,0
1022,2212.830434782609,0
1023,2215.04347826087,0
