Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,550
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.50
Upper Discriminator:,2270
Lower Discriminator:,-17
Calibration Coefficients:,-48.899999999999864,2.2130434782608694
Calibration Channels:,253,598
Calibration Energies:,511.0,1274.5
Elapsed Real Time:,1824.6
Elapsed Live Time:,1800.82
Start Time:,October 06, 2021, 04:20:34
End Time:,October 06, 2021, 04:50:58
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
221,440.1826086956523,3634
222,442.39565217391316,3482
223,444.60869565217405,3466
224,446.8217391304349,3270
225,449.03478260869576,3163
226,451.24782608695665,3004
227,453.4608695652175,2820
228,455.67391304347836,2732
229,457.88695652173925,2575
230,460.10000000000014,2534
231,462.31304347826097,2336
232,464.5260869565218,2209
233,466.73913043478274,2137
234,468.95217391304357,2032
235,471.1652173913045,2064
236,473.37826086956534,2021
237,475.59130434782617,1889
238,477.8043478260871,1846
239,480.01739130434794,1716
240,482.23043478260877,1689
241,484.4434782608697,1666
242,486.65652173913054,1582
243,488.86956521739137,1499
244,491.0826086956523,1516
245,493.29565217391314,1526
246,495.50869565217397,1408
247,497.7217391304349,1396
248,499.93478260869574,1376
249,502.1478260869567,1348
250,504.3608695652175,1341
251,506.57391304347834,1221
252,508.7869565217393,1246
253,511.0000000000001,1154
254,513.2130434782609,1161
255,515.4260869565219,1141
256,517.6391304347827,1067
257,519.8521739130435,1084
258,522.0652173913045,1070
259,524.2782608695653,1007
260,526.4913043478261,971
261,528.7043478260871,918
262,530.9173913043479,914
263,533.1304347826087,891
264,535.3434782608697,812
265,537.5565217391305,777
266,539.7695652173915,829
267,541.9826086956523,825
268,544.1956521739131,795
269,546.4086956521741,733
270,548.6217391304349,745
271,550.8347826086957,757
272,553.0478260869567,745
273,555.2608695652175,781
274,557.4739130434783,686
275,559.6869565217393,743
276,561.9000000000001,713
277,564.1130434782609,737
278,566.3260869565219,698
279,568.5391304347827,770
280,570.7521739130436,771
281,572.9652173913045,787
282,575.1782608695653,873
283,577.3913043478262,837
284,579.6043478260871,933
285,581.8173913043479,1026
286,584.0304347826088,1033
287,586.2434782608697,1096
288,588.4565217391305,1202
289,590.6695652173914,1361
290,592.8826086956523,1481
291,595.0956521739131,1656
292,597.308695652174,1777
293,599.5217391304349,1949
294,601.7347826086958,2207
295,603.9478260869566,2618
296,606.1608695652175,2823
297,608.3739130434784,3276
298,610.5869565217392,3669
299,612.8000000000001,4164
300,615.013043478261,4715
301,617.2260869565218,5221
302,619.4391304347827,5771
303,621.6521739130436,6515
304,623.8652173913044,7308
305,626.0782608695653,8184
306,628.2913043478262,9003
307,630.504347826087,9875
308,632.7173913043479,10679
309,634.9304347826088,11720
310,637.1434782608696,12753
311,639.3565217391306,13515
312,641.5695652173914,14147
313,643.7826086956522,15242
314,645.9956521739132,16105
315,648.208695652174,16739
316,650.4217391304348,17186
317,652.6347826086958,17495
318,654.8478260869566,18005
319,657.0608695652174,18053
320,659.2739130434784,18288
321,661.4869565217392,18107
322,663.7,18158
323,665.913043478261,17871
324,668.1260869565218,17356
325,670.3391304347828,16678
326,672.5521739130436,16171
327,674.7652173913044,15570
328,676.9782608695654,14517
329,679.1913043478262,13582
330,681.404347826087,12594
331,683.617391304348,11730
332,685.8304347826088,10705
333,688.0434782608696,9629
334,690.2565217391306,8682
335,692.4695652173914,7820
336,694.6826086956522,7080
337,696.8956521739132,6156
338,699.108695652174,5383
339,701.3217391304349,4735
340,703.5347826086958,4098
341,705.7478260869566,3496
342,707.9608695652175,3047
343,710.1739130434784,2583
344,712.3869565217392,2244
345,714.6000000000001,1910
346,716.813043478261,1591
347,719.0260869565218,1370
348,721.2391304347827,1170
349,723.4521739130436,1048
350,725.6652173913044,885
351,727.8782608695653,844
352,730.0913043478262,700
353,732.304347826087,626
354,734.5173913043479,564
355,736.7304347826088,528
356,738.9434782608697,475
357,741.1565217391305,454
358,743.3695652173914,417
359,745.5826086956523,402
360,747.7956521739131,420
361,750.008695652174,387
362,752.2217391304349,346
363,754.4347826086957,390
364,756.6478260869566,367
365,758.8608695652175,374
366,761.0739130434783,364
367,763.2869565217392,375
368,765.5000000000001,381
369,767.7130434782609,314
370,769.9260869565219,382
371,772.1391304347827,352
372,774.3521739130435,328
373,776.5652173913045,333
374,778.7782608695653,352
375,780.9913043478261,364
376,783.2043478260871,387
377,785.4173913043479,346
378,787.6304347826087,388
379,789.8434782608697,362
380,792.0565217391305,355
381,794.2695652173913,381
382,796.4826086956523,387
383,798.6956521739131,415
384,800.908695652174,379
385,803.1217391304349,379
386,805.3347826086957,403
387,807.5478260869567,379
388,809.7608695652175,392
389,811.9739130434783,368
390,814.1869565217393,402
391,816.4000000000001,412
392,818.6130434782609,374
393,820.8260869565219,382
394,823.0391304347827,357
395,825.2521739130435,388
396,827.4652173913045,352
397,829.6782608695653,372
398,831.8913043478261,424
399,834.1043478260871,392
400,836.3173913043479,366
401,838.5304347826088,387
402,840.7434782608697,372
403,842.9565217391305,393
404,845.1695652173914,356
405,847.3826086956523,390
406,849.5956521739131,361
407,851.808695652174,359
408,854.0217391304349,375
409,856.2347826086957,391
410,858.4478260869566,387
411,860.6608695652175,350
412,862.8739130434783,375
413,865.0869565217392,349
414,867.3000000000001,319
415,869.513043478261,353
416,871.7260869565218,316
417,873.9391304347827,312
418,876.1521739130436,309
419,878.3652173913044,313
420,880.5782608695653,350
421,882.7913043478262,249
422,885.004347826087,265
423,887.2173913043479,287
424,889.4304347826088,227
425,891.6434782608696,247
426,893.8565217391305,244
427,896.0695652173914,243
428,898.2826086956522,246
429,900.4956521739131,221
430,902.708695652174,243
431,904.9217391304348,213
432,907.1347826086958,213
433,909.3478260869566,187
434,911.5608695652174,178
435,913.7739130434784,165
436,915.9869565217392,186
437,918.2,187
438,920.413043478261,146
439,922.6260869565218,143
440,924.8391304347826,144
441,927.0521739130436,135
442,929.2652173913044,124
443,931.4782608695652,148
444,933.6913043478262,136
445,935.904347826087,114
446,938.117391304348,111
447,940.3304347826088,125
448,942.5434782608696,120
449,944.7565217391306,94
450,946.9695652173914,100
451,949.1826086956522,104
452,951.3956521739132,98
453,953.608695652174,94
454,955.8217391304348,92
455,958.0347826086958,81
456,960.2478260869566,82
457,962.4608695652174,76
458,964.6739130434784,93
459,966.8869565217392,80
460,969.1000000000001,67
461,971.313043478261,86
462,973.5260869565218,75
463,975.7391304347827,65
464,977.9521739130435,72
465,980.1652173913044,79
466,982.3782608695653,61
467,984.5913043478263,57
468,986.804347826087,62
469,989.0173913043479,60
470,991.2304347826089,62
471,993.4434782608696,64
472,995.6565217391305,68
473,997.8695652173915,72
474,1000.0826086956522,68
475,1002.2956521739131,61
476,1004.5086956521741,77
477,1006.7217391304348,78
478,1008.9347826086957,68
479,1011.1478260869567,66
480,1013.3608695652174,65
481,1015.5739130434783,94
482,1017.7869565217393,85
483,1020.0,90
484,1022.2130434782609,96
485,1024.4260869565219,106
486,1026.6391304347826,119
487,1028.8521739130435,119
488,1031.0652173913045,124
489,1033.2782608695652,126
490,1035.4913043478261,155
491,1037.704347826087,163
492,1039.9173913043478,192
493,1042.1304347826087,181
494,1044.3434782608697,241
495,1046.5565217391304,242
496,1048.7695652173913,263
497,1050.9826086956523,263
498,1053.1956521739132,309
499,1055.408695652174,350
500,1057.621739130435,370
501,1059.8347826086958,406
502,1062.0478260869565,430
503,1064.2608695652175,465
504,1066.4739130434784,514
505,1068.6869565217391,620
506,1070.9,618
507,1073.113043478261,659
508,1075.3260869565217,706
509,1077.5391304347827,694
510,1079.7521739130436,801
511,1081.9652173913043,826
512,1084.1782608695653,855
513,1086.3913043478262,927
514,1088.604347826087,909
515,1090.817391304348,940
516,1093.0304347826088,941
517,1095.2434782608696,941
518,1097.4565217391305,1042
519,1099.6695652173914,1020
520,1101.8826086956522,1041
521,1104.095652173913,1005
522,1106.308695652174,1029
523,1108.5217391304348,1033
524,1110.7347826086957,931
525,1112.9478260869566,937
526,1115.1608695652174,933
527,1117.3739130434783,857
528,1119.5869565217392,830
529,1121.8000000000002,762
530,1124.013043478261,844
531,1126.2260869565218,693
532,1128.4391304347828,702
533,1130.6521739130435,596
534,1132.8652173913044,587
535,1135.0782608695654,505
536,1137.291304347826,500
537,1139.504347826087,457
538,1141.717391304348,418
539,1143.9304347826087,392
540,1146.1434782608696,301
541,1148.3565217391306,296
542,1150.5695652173913,248
543,1152.7826086956522,233
544,1154.9956521739132,211
545,1157.208695652174,221
546,1159.4217391304348,191
547,1161.6347826086958,175
548,1163.8478260869565,135
549,1166.0608695652174,122
550,1168.2739130434784,125
551,1170.486956521739,108
552,1172.7,84
553,1174.913043478261,76
554,1177.1260869565217,64
555,1179.3391304347826,64
556,1181.5521739130436,48
557,1183.7652173913043,56
558,1185.9782608695652,61
559,1188.1913043478262,36
560,1190.4043478260871,35
561,1192.6173913043478,27
562,1194.8304347826088,33
563,1197.0434782608697,30
564,1199.2565217391304,26
565,1201.4695652173914,30
566,1203.6826086956523,26
567,1205.895652173913,20
568,1208.108695652174,21
569,1210.321739130435,18
570,1212.5347826086957,10
571,1214.7478260869566,23
572,1216.9608695652175,20
573,1219.1739130434783,16
574,1221.3869565217392,15
575,1223.6000000000001,21
576,1225.8130434782609,17
577,1228.0260869565218,23
578,1230.2391304347827,21
579,1232.4521739130435,17
580,1234.6652173913044,20
581,1236.8782608695653,14
582,1239.091304347826,18
583,1241.304347826087,16
584,1243.517391304348,12
585,1245.7304347826087,13
586,1247.9434782608696,21
587,1250.1565217391305,17
588,1252.3695652173915,18
589,1254.5826086956522,23
590,1256.7956521739131,20
591,1259.008695652174,19
592,1261.2217391304348,24
593,1263.4347826086957,12
594,1265.6478260869567,18
595,1267.8608695652174,19
596,1270.0739130434783,14
597,1272.2869565217393,15
598,1274.5,11
599,1276.713043478261,13
600,1278.9260869565219,21
601,1281.1391304347826,18
602,1283.3521739130435,19
603,1285.5652173913045,13
604,1287.7782608695652,17
605,1289.9913043478261,9
606,1292.204347826087,23
607,1294.4173913043478,13
608,1296.6304347826087,19
609,1298.8434782608697,13
610,1301.0565217391304,13
611,1303.2695652173913,15
612,1305.4826086956523,23
613,1307.695652173913,9
614,1309.908695652174,16
615,1312.121739130435,17
616,1314.3347826086956,19
617,1316.5478260869565,17
618,1318.7608695652175,13
619,1320.9739130434784,6
620,1323.1869565217391,10
621,1325.4,15
622,1327.613043478261,12
623,1329.8260869565217,13
624,1332.0391304347827,12
625,1334.2521739130436,13
626,1336.4652173913043,18
627,1338.6782608695653,14
628,1340.8913043478262,15
629,1343.104347826087,15
630,1345.317391304348,17
631,1347.5304347826088,9
632,1349.7434782608696,15
633,1351.9565217391305,8
634,1354.1695652173914,13
635,1356.3826086956522,8
636,1358.595652173913,15
637,1360.808695652174,10
638,1363.0217391304348,9
639,1365.2347826086957,8
640,1367.4478260869566,17
641,1369.6608695652174,15
642,1371.8739130434783,18
643,1374.0869565217392,21
644,1376.3,9
645,1378.513043478261,10
646,1380.7260869565218,11
647,1382.9391304347826,13
648,1385.1521739130435,14
649,1387.3652173913044,5
650,1389.5782608695654,11
651,1391.791304347826,19
652,1394.004347826087,8
653,1396.217391304348,14
654,1398.4304347826087,13
655,1400.6434782608696,13
656,1402.8565217391306,15
657,1405.0695652173913,19
658,1407.2826086956522,11
659,1409.4956521739132,17
660,1411.708695652174,13
661,1413.9217391304348,25
662,1416.1347826086958,18
663,1418.3478260869565,14
664,1420.5608695652174,20
665,1422.7739130434784,16
666,1424.986956521739,16
667,1427.2,15
668,1429.413043478261,17
669,1431.6260869565217,21
670,1433.8391304347826,17
671,1436.0521739130436,26
672,1438.2652173913043,18
673,1440.4782608695652,15
674,1442.6913043478262,12
675,1444.904347826087,10
676,1447.1173913043478,12
677,1449.3304347826088,14
678,1451.5434782608697,17
679,1453.7565217391304,9
680,1455.9695652173914,13
681,1458.1826086956523,8
682,1460.395652173913,2
683,1462.608695652174,8
684,1464.821739130435,4
685,1467.0347826086957,9
686,1469.2478260869566,6
687,1471.4608695652175,10
688,1473.6739130434783,10
689,1475.8869565217392,8
690,1478.1000000000001,8
691,1480.3130434782609,8
692,1482.5260869565218,7
693,1484.7391304347827,6
694,1486.9521739130435,6
695,1489.1652173913044,5
696,1491.3782608695653,2
697,1493.591304347826,4
698,1495.804347826087,9
699,1498.017391304348,6
700,1500.2304347826087,3
701,1502.4434782608696,6
702,1504.6565217391305,2
703,1506.8695652173913,2
704,1509.0826086956522,0
705,1511.2956521739131,5
706,1513.5086956521739,3
707,1515.7217391304348,3
708,1517.9347826086957,10
709,1520.1478260869567,4
710,1522.3608695652174,7
711,1524.5739130434783,3
712,1526.7869565217393,7
713,1529.0,6
714,1531.213043478261,5
715,1533.4260869565219,3
716,1535.6391304347826,2
717,1537.8521739130435,0
718,1540.0652173913045,4
719,1542.2782608695652,2
720,1544.4913043478261,3
721,1546.704347826087,2
722,1548.9173913043478,6
723,1551.1304347826087,4
724,1553.3434782608697,9
725,1555.5565217391304,3
726,1557.7695652173913,4
727,1559.9826086956523,5
728,1562.195652173913,2
729,1564.408695652174,3
730,1566.621739130435,5
731,1568.8347826086956,2
732,1571.0478260869565,4
733,1573.2608695652175,3
734,1575.4739130434782,2
735,1577.6869565217391,2
736,1579.9,3
737,1582.1130434782608,5
738,1584.3260869565217,2
739,1586.5391304347827,2
740,1588.7521739130436,1
741,1590.9652173913043,3
742,1593.1782608695653,3
743,1595.3913043478262,2
744,1597.604347826087,2
745,1599.817391304348,5
746,1602.0304347826088,2
747,1604.2434782608696,6
748,1606.4565217391305,4
749,1608.6695652173914,5
750,1610.8826086956522,3
751,1613.095652173913,6
752,1615.308695652174,1
753,1617.5217391304348,3
754,1619.7347826086957,2
755,1621.9478260869566,5
756,1624.1608695652174,0
757,1626.3739130434783,2
758,1628.5869565217392,3
759,1630.8,4
760,1633.013043478261,2
761,1635.2260869565218,3
762,1637.4391304347826,2
763,1639.6521739130435,2
764,1641.8652173913044,4
765,1644.0782608695652,4
766,1646.291304347826,1
767,1648.504347826087,5
768,1650.7173913043478,4
769,1652.9304347826087,2
770,1655.1434782608696,3
771,1657.3565217391306,3
772,1659.5695652173913,3
773,1661.7826086956522,3
774,1663.9956521739132,2
775,1666.208695652174,5
776,1668.4217391304348,4
777,1670.6347826086958,3
778,1672.8478260869565,1
779,1675.0608695652174,1
780,1677.2739130434784,2
781,1679.486956521739,6
782,1681.7,0
783,1683.913043478261,3
784,1686.1260869565217,3
785,1688.3391304347826,2
786,1690.5521739130436,2
787,1692.7652173913043,3
788,1694.9782608695652,4
789,1697.1913043478262,4
790,1699.404347826087,5
791,1701.6173913043478,0
792,1703.8304347826088,2
793,1706.0434782608695,4
794,1708.2565217391304,4
795,1710.4695652173914,4
796,1712.682608695652,3
797,1714.895652173913,2
798,1717.108695652174,4
799,1719.321739130435,2
800,1721.5347826086957,1
801,1723.7478260869566,0
802,1725.9608695652175,3
803,1728.1739130434783,2
804,1730.3869565217392,3
805,1732.6000000000001,1
806,1734.8130434782609,5
807,1737.0260869565218,3
808,1739.2391304347827,2
809,1741.4521739130435,2
810,1743.6652173913044,1
811,1745.8782608695653,0
812,1748.091304347826,3
813,1750.304347826087,2
814,1752.517391304348,3
815,1754.7304347826087,1
816,1756.9434782608696,0
817,1759.1565217391305,1
818,1761.3695652173913,3
819,1763.5826086956522,3
820,1765.7956521739131,1
821,1768.0086956521739,2
822,1770.2217391304348,2
823,1772.4347826086957,3
824,1774.6478260869565,1
825,1776.8608695652174,2
826,1779.0739130434783,2
827,1781.286956521739,3
828,1783.5,2
829,1785.713043478261,1
830,1787.9260869565219,2
831,1790.1391304347826,4
832,1792.3521739130435,3
833,1794.5652173913045,0
834,1796.7782608695652,4
835,1798.9913043478261,4
836,1801.204347826087,2
837,1803.4173913043478,4
838,1805.6304347826087,4
839,1807.8434782608697,0
840,1810.0565217391304,2
841,1812.2695652173913,4
842,1814.4826086956523,2
843,1816.695652173913,3
844,1818.908695652174,2
845,1821.121739130435,1
846,1823.3347826086956,1
847,1825.5478260869565,4
848,1827.7608695652175,3
849,1829.9739130434782,1
850,1832.1869565217391,2
851,1834.4,0
852,1836.6130434782608,1
853,1838.8260869565217,3
854,1841.0391304347827,2
855,1843.2521739130434,1
856,1845.4652173913043,0
857,1847.6782608695653,1
858,1849.891304347826,0
859,1852.104347826087,0
860,1854.317391304348,0
861,1856.5304347826088,1
862,1858.7434782608696,1
863,1860.9565217391305,0
864,1863.1695652173914,1
865,1865.3826086956522,0
866,1867.595652173913,1
867,1869.808695652174,2
868,1872.0217391304348,1
869,1874.2347826086957,2
870,1876.4478260869566,1
871,1878.6608695652174,5
872,1880.8739130434783,1
873,1883.0869565217392,2
874,1885.3,2
875,1887.513043478261,2
876,1889.7260869565218,5
877,1891.9391304347826,2
878,1894.1521739130435,3
879,1896.3652173913044,1
880,1898.5782608695652,1
881,1900.791304347826,0
882,1903.004347826087,1
883,1905.2173913043478,1
884,1907.4304347826087,1
885,1909.6434782608696,1
886,1911.8565217391304,1
887,1914.0695652173913,2
888,1916.2826086956522,1
889,1918.4956521739132,2
890,1920.708695652174,0
891,1922.9217391304348,0
892,1925.1347826086958,1
893,1927.3478260869565,0
894,1929.5608695652174,3
895,1931.7739130434784,1
896,1933.986956521739,3
897,1936.2,2
898,1938.413043478261,1
899,1940.6260869565217,2
900,1942.8391304347826,2
901,1945.0521739130436,1
902,1947.2652173913043,1
903,1949.4782608695652,1
904,1951.6913043478262,2
905,1953.904347826087,1
906,1956.1173913043478,2
907,1958.3304347826088,3
908,1960.5434782608695,2
909,1962.7565217391304,1
910,1964.9695652173914,2
911,1967.182608695652,1
912,1969.395652173913,2
913,1971.608695652174,2
914,1973.8217391304347,4
915,1976.0347826086957,1
916,1978.2478260869566,1
917,1980.4608695652173,1
918,1982.6739130434783,4
919,1984.8869565217392,1
920,1987.1000000000001,1
921,1989.3130434782609,1
922,1991.5260869565218,2
923,1993.7391304347827,3
924,1995.9521739130435,0
925,1998.1652173913044,0
926,2000.3782608695653,2
927,2002.591304347826,2
928,2004.8043478260868,3
929,2007.017391304348,0
930,2009.2304347826087,1
931,2011.4434782608694,0
932,2013.6565217391305,1
933,2015.8695652173913,0
934,2018.0826086956524,1
935,2020.2956521739131,1
936,2022.5086956521739,1
937,2024.721739130435,1
938,2026.9347826086957,2
939,2029.1478260869565,3
940,2031.3608695652176,4
941,2033.5739130434783,1
942,2035.786956521739,0
943,2038.0000000000002,4
944,2040.213043478261,2
945,2042.4260869565217,3
946,2044.6391304347828,0
947,2046.8521739130435,0
948,2049.065217391304,0
949,2051.278260869565,2
950,2053.4913043478264,2
951,2055.7043478260866,0
952,2057.917391304348,2
953,2060.130434782609,2
954,2062.3434782608692,1
955,2064.5565217391304,2
956,2066.7695652173916,2
957,2068.982608695652,0
958,2071.195652173913,2
959,2073.408695652174,1
960,2075.6217391304344,1
961,2077.8347826086956,1
962,2080.047826086957,0
963,2082.260869565217,3
964,2084.473913043478,2
965,2086.6869565217394,2
966,2088.8999999999996,2
967,2091.113043478261,2
968,2093.326086956522,1
969,2095.5391304347822,3
970,2097.7521739130434,3
971,2099.9652173913046,0
972,2102.178260869565,1
973,2104.391304347826,1
974,2106.604347826087,0
975,2108.8173913043474,1
976,2111.0304347826086,1
977,2113.24347826087,2
978,2115.45652173913,3
979,2117.669565217391,0
980,2119.8826086956524,3
981,2122.0956521739126,2
982,2124.308695652174,2
983,2126.521739130435,2
984,2128.7347826086952,1
985,2130.9478260869564,4
986,2133.1608695652176,4
987,2135.373913043478,1
988,2137.586956521739,1
989,2139.8,2
990,2142.0130434782604,0
991,2144.2260869565216,3
992,2146.439130434783,1
993,2148.652173913043,1
994,2150.865217391304,2
995,2153.0782608695654,1
996,2155.2913043478266,1
997,2157.504347826087,2
998,2159.717391304348,0
999,2161.930434782609,2
1000,2164.1434782608694,0
1001,2166.3565217391306,0
1002,2168.5695652173918,3
1003,2170.782608695652,0
1004,2172.995652173913,3
1005,2175.2086956521744,1
1006,2177.4217391304346,0
1007,2179.634782608696,0
1008,2181.847826086957,2
1009,2184.060869565217,1
1010,2186.2739130434784,0
1011,2188.4869565217396,3
1012,2190.7,1
1013,2192.913043478261,3
1014,2195.126086956522,1
1015,2197.3391304347824,0
1016,2199.5521739130436,0
1017,2201.7652173913048,0
1018,2203.978260869565,1
1019,2206.191304347826,1
1020,2208.4043478260874,1
1021,2210.6173913043476,0
1022,2212.830434782609,0
1023,2215.04347826087,0
