Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,550
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.50
Upper Discriminator:,2270
Lower Discriminator:,-17
Calibration Coefficients:,-48.899999999999864,2.2130434782608694
Calibration Channels:,253,598
Calibration Energies:,511.0,1274.5
Elapsed Real Time:,1221.56
Elapsed Live Time:,1201.72
Start Time:,October 06, 2021, 03:37:30
End Time:,October 06, 2021, 03:42:18
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,494,551,28737,21660,28,1106
2,294,350,456824,385712,27,662

Channel Data:
Channel,Energy,Counts
219,435.75652173913056,3411
220,437.9695652173914,3319
221,440.1826086956523,3258
222,442.39565217391316,3078
223,444.60869565217405,3109
224,446.8217391304349,2895
225,449.03478260869576,2820
226,451.24782608695665,2752
227,453.4608695652175,2580
228,455.67391304347836,2427
229,457.88695652173925,2400
230,460.10000000000014,2149
231,462.31304347826097,2157
232,464.5260869565218,2037
233,466.73913043478274,1946
234,468.95217391304357,1774
235,471.1652173913045,1783
236,473.37826086956534,1648
237,475.59130434782617,1655
238,477.8043478260871,1569
239,480.01739130434794,1493
240,482.23043478260877,1420
241,484.4434782608697,1434
242,486.65652173913054,1339
243,488.86956521739137,1347
244,491.0826086956523,1281
245,493.29565217391314,1241
246,495.50869565217397,1206
247,497.7217391304349,1202
248,499.93478260869574,1220
249,502.1478260869567,1174
250,504.3608695652175,1131
251,506.57391304347834,1111
252,508.7869565217393,1046
253,511.0000000000001,1037
254,513.2130434782609,989
255,515.4260869565219,1000
256,517.6391304347827,920
257,519.8521739130435,910
258,522.0652173913045,897
259,524.2782608695653,859
260,526.4913043478261,799
261,528.7043478260871,781
262,530.9173913043479,691
263,533.1304347826087,743
264,535.3434782608697,730
265,537.5565217391305,700
266,539.7695652173915,683
267,541.9826086956523,648
268,544.1956521739131,658
269,546.4086956521741,613
270,548.6217391304349,595
271,550.8347826086957,640
272,553.0478260869567,604
273,555.2608695652175,570
274,557.4739130434783,575
275,559.6869565217393,623
276,561.9000000000001,536
277,564.1130434782609,614
278,566.3260869565219,615
279,568.5391304347827,599
280,570.7521739130436,588
281,572.9652173913045,637
282,575.1782608695653,601
283,577.3913043478262,672
284,579.6043478260871,674
285,581.8173913043479,752
286,584.0304347826088,731
287,586.2434782608697,817
288,588.4565217391305,898
289,590.6695652173914,924
290,592.8826086956523,1039
291,595.0956521739131,1147
292,597.308695652174,1184
293,599.5217391304349,1339
294,601.7347826086958,1552
295,603.9478260869566,1647
296,606.1608695652175,1882
297,608.3739130434784,2199
298,610.5869565217392,2534
299,612.8000000000001,2869
300,615.013043478261,3112
301,617.2260869565218,3636
302,619.4391304347827,4078
303,621.6521739130436,4622
304,623.8652173913044,5166
305,626.0782608695653,5724
306,628.2913043478262,6409
307,630.504347826087,7065
308,632.7173913043479,7838
309,634.9304347826088,8684
310,637.1434782608696,9393
311,639.3565217391306,10189
312,641.5695652173914,11081
313,643.7826086956522,11866
314,645.9956521739132,12428
315,648.208695652174,13333
316,650.4217391304348,13765
317,652.6347826086958,14193
318,654.8478260869566,15041
319,657.0608695652174,15045
320,659.2739130434784,15694
321,661.4869565217392,15829
322,663.7,15532
323,665.913043478261,15893
324,668.1260869565218,15883
325,670.3391304347828,15030
326,672.5521739130436,15024
327,674.7652173913044,14234
328,676.9782608695654,13587
329,679.1913043478262,12788
330,681.404347826087,12275
331,683.617391304348,11482
332,685.8304347826088,10634
333,688.0434782608696,9836
334,690.2565217391306,8725
335,692.4695652173914,8103
336,694.6826086956522,7415
337,696.8956521739132,6440
338,699.108695652174,5757
339,701.3217391304349,5153
340,703.5347826086958,4521
341,705.7478260869566,3923
342,707.9608695652175,3409
343,710.1739130434784,2959
344,712.3869565217392,2471
345,714.6000000000001,2163
346,716.813043478261,1736
347,719.0260869565218,1578
348,721.2391304347827,1310
349,723.4521739130436,1126
350,725.6652173913044,963
351,727.8782608695653,864
352,730.0913043478262,683
353,732.304347826087,620
354,734.5173913043479,599
355,736.7304347826088,530
356,738.9434782608697,477
357,741.1565217391305,436
358,743.3695652173914,371
359,745.5826086956523,329
360,747.7956521739131,386
361,750.008695652174,323
362,752.2217391304349,295
363,754.4347826086957,329
364,756.6478260869566,318
365,758.8608695652175,281
366,761.0739130434783,260
367,763.2869565217392,287
368,765.5000000000001,276
369,767.7130434782609,307
370,769.9260869565219,290
371,772.1391304347827,323
372,774.3521739130435,284
373,776.5652173913045,318
374,778.7782608695653,326
375,780.9913043478261,319
376,783.2043478260871,300
377,785.4173913043479,292
378,787.6304347826087,273
379,789.8434782608697,280
380,792.0565217391305,341
381,794.2695652173913,272
382,796.4826086956523,283
383,798.6956521739131,315
384,800.908695652174,299
385,803.1217391304349,301
386,805.3347826086957,295
387,807.5478260869567,326
388,809.7608695652175,270
389,811.9739130434783,334
390,814.1869565217393,300
391,816.4000000000001,311
392,818.6130434782609,318
393,820.8260869565219,310
394,823.0391304347827,308
395,825.2521739130435,326
396,827.4652173913045,329
397,829.6782608695653,326
398,831.8913043478261,340
399,834.1043478260871,304
400,836.3173913043479,313
401,838.5304347826088,312
402,840.7434782608697,341
403,842.9565217391305,302
404,845.1695652173914,292
405,847.3826086956523,332
406,849.5956521739131,332
407,851.808695652174,341
408,854.0217391304349,353
409,856.2347826086957,303
410,858.4478260869566,293
411,860.6608695652175,296
412,862.8739130434783,328
413,865.0869565217392,283
414,867.3000000000001,292
415,869.513043478261,289
416,871.7260869565218,293
417,873.9391304347827,271
418,876.1521739130436,265
419,878.3652173913044,285
420,880.5782608695653,251
421,882.7913043478262,238
422,885.004347826087,277
423,887.2173913043479,237
424,889.4304347826088,235
425,891.6434782608696,202
426,893.8565217391305,195
427,896.0695652173914,206
428,898.2826086956522,201
429,900.4956521739131,202
430,902.708695652174,185
431,904.9217391304348,198
432,907.1347826086958,168
433,909.3478260869566,174
434,911.5608695652174,176
435,913.7739130434784,147
436,915.9869565217392,165
437,918.2,141
438,920.413043478261,126
439,922.6260869565218,130
440,924.8391304347826,108
441,927.0521739130436,127
442,929.2652173913044,117
443,931.4782608695652,111
444,933.6913043478262,109
445,935.904347826087,106
446,938.117391304348,106
447,940.3304347826088,107
448,942.5434782608696,94
449,944.7565217391306,96
450,946.9695652173914,89
451,949.1826086956522,88
452,951.3956521739132,90
453,953.608695652174,91
454,955.8217391304348,82
455,958.0347826086958,79
456,960.2478260869566,74
457,962.4608695652174,83
458,964.6739130434784,72
459,966.8869565217392,71
460,969.1000000000001,63
461,971.313043478261,56
462,973.5260869565218,58
463,975.7391304347827,63
464,977.9521739130435,59
465,980.1652173913044,70
466,982.3782608695653,49
467,984.5913043478263,60
468,986.804347826087,68
469,989.0173913043479,53
470,991.2304347826089,51
471,993.4434782608696,47
472,995.6565217391305,55
473,997.8695652173915,53
474,1000.0826086956522,48
475,1002.2956521739131,46
476,1004.5086956521741,59
477,1006.7217391304348,51
478,1008.9347826086957,57
479,1011.1478260869567,51
480,1013.3608695652174,63
481,1015.5739130434783,46
482,1017.7869565217393,51
483,1020.0,75
484,1022.2130434782609,63
485,1024.4260869565219,64
486,1026.6391304347826,71
487,1028.8521739130435,60
488,1031.0652173913045,70
489,1033.2782608695652,97
490,1035.4913043478261,88
491,1037.704347826087,97
492,1039.9173913043478,112
493,1042.1304347826087,117
494,1044.3434782608697,127
495,1046.5565217391304,149
496,1048.7695652173913,162
497,1050.9826086956523,171
498,1053.1956521739132,212
499,1055.408695652174,221
500,1057.621739130435,261
501,1059.8347826086958,263
502,1062.0478260869565,290
503,1064.2608695652175,352
504,1066.4739130434784,364
505,1068.6869565217391,394
506,1070.9,409
507,1073.113043478261,421
508,1075.3260869565217,460
509,1077.5391304347827,512
510,1079.7521739130436,569
511,1081.9652173913043,601
512,1084.1782608695653,630
513,1086.3913043478262,667
514,1088.604347826087,721
515,1090.817391304348,739
516,1093.0304347826088,768
517,1095.2434782608696,814
518,1097.4565217391305,792
519,1099.6695652173914,854
520,1101.8826086956522,750
521,1104.095652173913,866
522,1106.308695652174,919
523,1108.5217391304348,858
524,1110.7347826086957,901
525,1112.9478260869566,808
526,1115.1608695652174,869
527,1117.3739130434783,845
528,1119.5869565217392,822
529,1121.8000000000002,769
530,1124.013043478261,717
531,1126.2260869565218,737
532,1128.4391304347828,671
533,1130.6521739130435,654
534,1132.8652173913044,570
535,1135.0782608695654,560
536,1137.291304347826,493
537,1139.504347826087,504
538,1141.717391304348,420
539,1143.9304347826087,400
540,1146.1434782608696,374
541,1148.3565217391306,313
542,1150.5695652173913,305
543,1152.7826086956522,268
544,1154.9956521739132,256
545,1157.208695652174,244
546,1159.4217391304348,182
547,1161.6347826086958,187
548,1163.8478260869565,170
549,1166.0608695652174,131
550,1168.2739130434784,137
551,1170.486956521739,114
552,1172.7,91
553,1174.913043478261,85
554,1177.1260869565217,79
555,1179.3391304347826,87
556,1181.5521739130436,65
557,1183.7652173913043,42
558,1185.9782608695652,51
559,1188.1913043478262,34
560,1190.4043478260871,46
561,1192.6173913043478,45
562,1194.8304347826088,36
563,1197.0434782608697,25
564,1199.2565217391304,24
565,1201.4695652173914,26
566,1203.6826086956523,29
567,1205.895652173913,24
568,1208.108695652174,16
569,1210.321739130435,20
570,1212.5347826086957,20
571,1214.7478260869566,11
572,1216.9608695652175,17
573,1219.1739130434783,16
574,1221.3869565217392,20
575,1223.6000000000001,10
576,1225.8130434782609,8
577,1228.0260869565218,14
578,1230.2391304347827,11
579,1232.4521739130435,8
580,1234.6652173913044,9
581,1236.8782608695653,12
582,1239.091304347826,15
583,1241.304347826087,10
584,1243.517391304348,16
585,1245.7304347826087,14
586,1247.9434782608696,19
587,1250.1565217391305,13
588,1252.3695652173915,16
589,1254.5826086956522,11
590,1256.7956521739131,15
591,1259.008695652174,16
592,1261.2217391304348,12
593,1263.4347826086957,12
594,1265.6478260869567,12
595,1267.8608695652174,12
596,1270.0739130434783,19
597,1272.2869565217393,10
598,1274.5,16
599,1276.713043478261,16
600,1278.9260869565219,10
601,1281.1391304347826,13
602,1283.3521739130435,11
603,1285.5652173913045,8
604,1287.7782608695652,11
605,1289.9913043478261,8
606,1292.204347826087,14
607,1294.4173913043478,12
608,1296.6304347826087,16
609,1298.8434782608697,12
610,1301.0565217391304,16
611,1303.2695652173913,7
612,1305.4826086956523,13
613,1307.695652173913,17
614,1309.908695652174,13
615,1312.121739130435,10
616,1314.3347826086956,14
617,1316.5478260869565,17
618,1318.7608695652175,10
619,1320.9739130434784,19
620,1323.1869565217391,12
621,1325.4,10
622,1327.613043478261,9
623,1329.8260869565217,14
624,1332.0391304347827,11
625,1334.2521739130436,11
626,1336.4652173913043,10
627,1338.6782608695653,10
628,1340.8913043478262,9
629,1343.104347826087,3
630,1345.317391304348,6
631,1347.5304347826088,9
632,1349.7434782608696,9
633,1351.9565217391305,5
634,1354.1695652173914,10
635,1356.3826086956522,7
636,1358.595652173913,9
637,1360.808695652174,14
638,1363.0217391304348,13
639,1365.2347826086957,6
640,1367.4478260869566,9
641,1369.6608695652174,12
642,1371.8739130434783,12
643,1374.0869565217392,5
644,1376.3,6
645,1378.513043478261,4
646,1380.7260869565218,9
647,1382.9391304347826,12
648,1385.1521739130435,7
649,1387.3652173913044,10
650,1389.5782608695654,16
651,1391.791304347826,10
652,1394.004347826087,10
653,1396.217391304348,12
654,1398.4304347826087,6
655,1400.6434782608696,12
656,1402.8565217391306,12
657,1405.0695652173913,6
658,1407.2826086956522,8
659,1409.4956521739132,12
660,1411.708695652174,12
661,1413.9217391304348,17
662,1416.1347826086958,9
663,1418.3478260869565,13
664,1420.5608695652174,9
665,1422.7739130434784,16
666,1424.986956521739,10
667,1427.2,6
668,1429.413043478261,18
669,1431.6260869565217,10
670,1433.8391304347826,12
671,1436.0521739130436,24
672,1438.2652173913043,5
673,1440.4782608695652,9
674,1442.6913043478262,9
675,1444.904347826087,12
676,1447.1173913043478,5
677,1449.3304347826088,11
678,1451.5434782608697,7
679,1453.7565217391304,8
680,1455.9695652173914,14
681,1458.1826086956523,5
682,1460.395652173913,15
683,1462.608695652174,8
684,1464.821739130435,6
685,1467.0347826086957,5
686,1469.2478260869566,7
687,1471.4608695652175,5
688,1473.6739130434783,9
689,1475.8869565217392,2
690,1478.1000000000001,8
691,1480.3130434782609,6
692,1482.5260869565218,4
693,1484.7391304347827,3
694,1486.9521739130435,5
695,1489.1652173913044,3
696,1491.3782608695653,3
697,1493.591304347826,5
698,1495.804347826087,5
699,1498.017391304348,5
700,1500.2304347826087,5
701,1502.4434782608696,4
702,1504.6565217391305,3
703,1506.8695652173913,5
704,1509.0826086956522,1
705,1511.2956521739131,5
706,1513.5086956521739,2
707,1515.7217391304348,5
708,1517.9347826086957,5
709,1520.1478260869567,3
710,1522.3608695652174,6
711,1524.5739130434783,4
712,1526.7869565217393,2
713,1529.0,2
714,1531.213043478261,3
715,1533.4260869565219,0
716,1535.6391304347826,1
717,1537.8521739130435,2
718,1540.0652173913045,4
719,1542.2782608695652,0
720,1544.4913043478261,1
721,1546.704347826087,1
722,1548.9173913043478,1
723,1551.1304347826087,4
724,1553.3434782608697,3
725,1555.5565217391304,5
726,1557.7695652173913,3
727,1559.9826086956523,1
728,1562.195652173913,4
729,1564.408695652174,1
730,1566.621739130435,3
731,1568.8347826086956,4
732,1571.0478260869565,0
733,1573.2608695652175,2
734,1575.4739130434782,3
735,1577.6869565217391,1
736,1579.9,0
737,1582.1130434782608,2
738,1584.3260869565217,1
739,1586.5391304347827,4
740,1588.7521739130436,2
741,1590.9652173913043,1
742,1593.1782608695653,2
743,1595.3913043478262,1
744,1597.604347826087,0
745,1599.817391304348,3
746,1602.0304347826088,1
747,1604.2434782608696,1
748,1606.4565217391305,5
749,1608.6695652173914,1
750,1610.8826086956522,1
751,1613.095652173913,4
752,1615.308695652174,4
753,1617.5217391304348,1
754,1619.7347826086957,1
755,1621.9478260869566,2
756,1624.1608695652174,1
757,1626.3739130434783,7
758,1628.5869565217392,1
759,1630.8,2
760,1633.013043478261,4
761,1635.2260869565218,2
762,1637.4391304347826,0
763,1639.6521739130435,1
764,1641.8652173913044,2
765,1644.0782608695652,2
766,1646.291304347826,1
767,1648.504347826087,3
768,1650.7173913043478,2
769,1652.9304347826087,3
770,1655.1434782608696,5
771,1657.3565217391306,2
772,1659.5695652173913,1
773,1661.7826086956522,0
774,1663.9956521739132,1
775,1666.208695652174,1
776,1668.4217391304348,6
777,1670.6347826086958,2
778,1672.8478260869565,1
779,1675.0608695652174,1
780,1677.2739130434784,2
781,1679.486956521739,0
782,1681.7,2
783,1683.913043478261,4
784,1686.1260869565217,1
785,1688.3391304347826,3
786,1690.5521739130436,5
787,1692.7652173913043,3
788,1694.9782608695652,3
789,1697.1913043478262,0
790,1699.404347826087,2
791,1701.6173913043478,0
792,1703.8304347826088,2
793,1706.0434782608695,1
794,1708.2565217391304,5
795,1710.4695652173914,2
796,1712.682608695652,2
797,1714.895652173913,4
798,1717.108695652174,1
799,1719.321739130435,1
800,1721.5347826086957,0
801,1723.7478260869566,2
802,1725.9608695652175,0
803,1728.1739130434783,2
804,1730.3869565217392,2
805,1732.6000000000001,0
806,1734.8130434782609,2
807,1737.0260869565218,1
808,1739.2391304347827,1
809,1741.4521739130435,3
810,1743.6652173913044,4
811,1745.8782608695653,4
812,1748.091304347826,2
813,1750.304347826087,1
814,1752.517391304348,0
815,1754.7304347826087,0
816,1756.9434782608696,3
817,1759.1565217391305,2
818,1761.3695652173913,0
819,1763.5826086956522,0
820,1765.7956521739131,1
821,1768.0086956521739,2
822,1770.2217391304348,2
823,1772.4347826086957,0
824,1774.6478260869565,1
825,1776.8608695652174,2
826,1779.0739130434783,1
827,1781.286956521739,3
828,1783.5,2
829,1785.713043478261,1
830,1787.9260869565219,1
831,1790.1391304347826,1
832,1792.3521739130435,3
833,1794.5652173913045,1
834,1796.7782608695652,3
835,1798.9913043478261,1
836,1801.204347826087,3
837,1803.4173913043478,0
838,1805.6304347826087,2
839,1807.8434782608697,2
840,1810.0565217391304,1
841,1812.2695652173913,3
842,1814.4826086956523,0
843,1816.695652173913,0
844,1818.908695652174,1
845,1821.121739130435,2
846,1823.3347826086956,1
847,1825.5478260869565,0
848,1827.7608695652175,1
849,1829.9739130434782,1
850,1832.1869565217391,0
851,1834.4,0
852,1836.6130434782608,3
853,1838.8260869565217,2
854,1841.0391304347827,3
855,1843.2521739130434,0
856,1845.4652173913043,2
857,1847.6782608695653,0
858,1849.891304347826,1
859,1852.104347826087,0
860,1854.317391304348,2
861,1856.5304347826088,0
862,1858.7434782608696,3
863,1860.9565217391305,0
864,1863.1695652173914,1
865,1865.3826086956522,1
866,1867.595652173913,0
867,1869.808695652174,1
868,1872.0217391304348,2
869,1874.2347826086957,0
870,1876.4478260869566,0
871,1878.6608695652174,1
872,1880.8739130434783,1
873,1883.0869565217392,3
874,1885.3,2
875,1887.513043478261,1
876,1889.7260869565218,2
877,1891.9391304347826,0
878,1894.1521739130435,2
879,1896.3652173913044,0
880,1898.5782608695652,3
881,1900.791304347826,0
882,1903.004347826087,4
883,1905.2173913043478,2
884,1907.4304347826087,2
885,1909.6434782608696,0
886,1911.8565217391304,1
887,1914.0695652173913,0
888,1916.2826086956522,0
889,1918.4956521739132,1
890,1920.708695652174,1
891,1922.9217391304348,3
892,1925.1347826086958,0
893,1927.3478260869565,0
894,1929.5608695652174,0
895,1931.7739130434784,0
896,1933.986956521739,1
897,1936.2,1
898,1938.413043478261,2
899,1940.6260869565217,2
900,1942.8391304347826,3
901,1945.0521739130436,1
902,1947.2652173913043,1
903,1949.4782608695652,2
904,1951.6913043478262,2
905,1953.904347826087,0
906,1956.1173913043478,1
907,1958.3304347826088,1
908,1960.5434782608695,1
909,1962.7565217391304,0
910,1964.9695652173914,1
911,1967.182608695652,1
912,1969.395652173913,0
913,1971.608695652174,2
914,1973.8217391304347,2
915,1976.0347826086957,0
916,1978.2478260869566,2
917,1980.4608695652173,1
918,1982.6739130434783,3
919,1984.8869565217392,1
920,1987.1000000000001,0
921,1989.3130434782609,1
922,1991.5260869565218,2
923,1993.7391304347827,0
924,1995.9521739130435,1
925,1998.1652173913044,0
926,2000.3782608695653,1
927,2002.591304347826,1
928,2004.8043478260868,1
929,2007.017391304348,3
930,2009.2304347826087,1
931,2011.4434782608694,3
932,2013.6565217391305,3
933,2015.8695652173913,1
934,2018.0826086956524,4
935,2020.2956521739131,0
936,2022.5086956521739,2
937,2024.721739130435,1
938,2026.9347826086957,0
939,2029.1478260869565,0
940,2031.3608695652176,0
941,2033.5739130434783,0
942,2035.786956521739,1
943,2038.0000000000002,0
944,2040.213043478261,0
945,2042.4260869565217,2
946,2044.6391304347828,2
947,2046.8521739130435,1
948,2049.065217391304,0
949,2051.278260869565,1
950,2053.4913043478264,0
951,2055.7043478260866,1
952,2057.917391304348,1
953,2060.130434782609,1
954,2062.3434782608692,5
955,2064.5565217391304,0
956,2066.7695652173916,0
957,2068.982608695652,0
958,2071.195652173913,0
959,2073.408695652174,1
960,2075.6217391304344,0
961,2077.8347826086956,0
962,2080.047826086957,1
963,2082.260869565217,0
964,2084.473913043478,1
965,2086.6869565217394,2
966,2088.8999999999996,0
967,2091.113043478261,2
968,2093.326086956522,0
969,2095.5391304347822,2
970,2097.7521739130434,0
971,2099.9652173913046,1
972,2102.178260869565,0
973,2104.391304347826,1
974,2106.604347826087,0
975,2108.8173913043474,0
976,2111.0304347826086,0
977,2113.24347826087,0
978,2115.45652173913,2
979,2117.669565217391,0
980,2119.8826086956524,3
981,2122.0956521739126,3
982,2124.308695652174,2
983,2126.521739130435,1
984,2128.7347826086952,2
985,2130.9478260869564,2
986,2133.1608695652176,1
987,2135.373913043478,0
988,2137.586956521739,1
989,2139.8,0
990,2142.0130434782604,0
991,2144.2260869565216,1
992,2146.439130434783,0
993,2148.652173913043,0
994,2150.865217391304,1
995,2153.0782608695654,2
996,2155.2913043478266,0
997,2157.504347826087,3
998,2159.717391304348,0
999,2161.930434782609,0
1000,2164.1434782608694,1
1001,2166.3565217391306,3
1002,2168.5695652173918,0
1003,2170.782608695652,1
1004,2172.995652173913,1
1005,2175.2086956521744,0
1006,2177.4217391304346,0
1007,2179.634782608696,2
1008,2181.847826086957,0
1009,2184.060869565217,3
1010,2186.2739130434784,0
1011,2188.4869565217396,0
1012,2190.7,1
1013,2192.913043478261,0
1014,2195.126086956522,2
1015,2197.3391304347824,0
1016,2199.5521739130436,2
1017,2201.7652173913048,0
1018,2203.978260869565,1
1019,2206.191304347826,0
1020,2208.4043478260874,1
1021,2210.6173913043476,0
1022,2212.830434782609,1
1023,2215.04347826087,1
